,job_title,city,Description
161,Quality Manager SAP Development (w/m/d),"Berlin,Bielefeld,Dortmund,Göttingen,Hamburg,Heidelberg,Jena,Köln,München,Oldenburg,Pforzheim","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
162,Softwareentwickler (m/w/d) als Fullstack oder Backend Developer,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München","Erarbeitung und Umsetzung kreativer und pragmatischer Lösungskonzepte unter Verwendung von Open-Source-Komponenten für IoT, Big & Analytics und Machine Learning (Apache Spark, Pandas, SciPy usw.) * Übernahme von Aufgaben in allen Phasen der Softwareentwicklung, von der Konzeption über die Implementierung und Testphase bis zur Dokumentation und Maintenance, bei steigender Projektverantwortlichkeit"
163,PowerPlatform Engineer (m/w/d),Bielefeld,"Praktische Erfahrungen in der Anwendung der Microsoft PowerPlatform (Power Apps, Power Automate, Power BI, Power Virtual Agents, AI Builder) und in Microsoft Azure"
164,Developer (m/f/d) Robotic Process Automation,Bielefeld,"You will act as the of the end-to-end RPA Solution and represent the interface to internal departments, e.g. IT ( Center Management), functions who develop bots and other stakeholders."
165,Junior Developer - Low-Code (m/w/d),"Gütersloh, Hannover, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren."
166,Junior Finanzbuchhalter (m/w/d),Gütersloh,"Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren."
167,Werkstudent – High Performance Computing (m/w/d),Paderborn,"Ein fortgeschrittenes Studium der Informatik, Wirtschaftsinformatik, Software-Engineering, Computer Networks, Science oder ein artverwandter Studiengang"
168,Wissenschaftliche:r Mitarbeiter:in - Industrial Analytics,Paderborn,"So müssen infrastrukturelle Voraussetzungen für Big Data geschaffen und verschiedene Softwaresysteme integriert werden. Durch Ihre Mitarbeit leisten Sie einen aktiven Beitrag, das Gebiet der Industrial Analytics weiterzuentwickeln. Dazu arbeiten Sie in interdisziplinären Teams, um innovative Lösungen im Forschungsfeld Industrial Analytics zu entwickeln. * Sie planen und begleiten die Einführung von -Analytics-Lösungen im Kontext der Digitalen Produktion – von der Anbindung von Datenquellen bis zur Prozessintegration. * Sie entwerfen IT-Architekturen für die Umsetzung von Analytics- und Big-Lösungen, beobachten und untersuchen den Systemmarkt. * Idealerweise verfügen Sie über Erfahrung in den Themenbereichen Produktionsmanagement, Digitale Fabrik, Prozessmanagement,"
169,Junior Software Engineer (m/w/d) Digital Supply Chain Solutions,Bielefeld,"Du unterstützt bei innovativen Themen im Umfeld von Big Data, Chatbots, Operations Research und Predictive Analytics sowie Marketing, Sales- und Presales-Aktivitäten"
170,HR Director Sales (m/f/x) Automotive Supplier,Niedersachsen / Nordrhein-Westfalen,Information on how we handle your data is available here.
171,Junior Developer (m/f/d) Robotic Process Automation,Bielefeld,"Together with your team you represent the interface to internal departments, e.g. IT (Data Center Management), functions who develop bots and other stakeholders."
172,Controller (m/w/d),"Frankfurt, Gütersloh, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren."
173,Applikationsingenieur (m/w/d) virtuelle Absicherung von Funktionen für autonomes Fahren,Paderborn,"Erarbeitung innovativer Lösungen im Bereich der modellbasierten Entwicklung, Data-Replay bzw. der Resimulation von aufgezeichneten Messdaten, der Simulation von Steuergeräte-Software sowie der virtuellen Tests von Steuergeräten"
174,Driver,Paderborn,As a courier you will get a business smartphone including unlimited data
175,Specialized Sales Manager - Solution Sales (w/m/d),"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Deine Aufgabe ist der Vertrieb von etablierten und innovativen Softwarelösungen der NTT Business Solutions. ■ Du repräsentierst die NTT Business Solutions und stellst unser Portfolio auf Messen, Veranstaltungen und Webinaren vor. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
176,Driver (m/w/d),Paderborn,As a courier you will get a business smartphone including unlimited data
177,Courier (m/w/d) Parttime,Paderborn,As a courier you will get a business smartphone including unlimited data
178,Courier (m/w/d),Paderborn,As a courier you will get a business smartphone including unlimited data
179,Driver (m/w/d) Weekend,Paderborn,As a courier you will get a business smartphone including unlimited data
180,Courier (m/w/d) Weekend,Paderborn,As a courier you will get a business smartphone including unlimited data
181,Teamleiter*in AMS Logistik - EWM / SCE,Bielefeld,"NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
182,Driver (m/w/d) Parttime,Paderborn,As a courier you will get a business smartphone including unlimited data
183,Azure (Dev)Ops Engineer (all genders),"München, Düsseldorf, München, Paderborn","Technisches Verständnis und/oder fundierte Kenntnisse mit dem Microsoft Azure Cloud Stack (PaaS und Saas) insbesondere Azure Kubernetes, Azure SQL, HDInsight und/oder Databricks oder alternativ fundierte Kenntnisse der IaaS Ebene von Azure insbesondere PIP, NSG, DNS, AADDS, Automation, Service Principals, VNet, Ressource Groups * Kenntnisse von Microsoft Azure DevOps (früher VSTS), CD/CI und GIT sowie Kenntnisse im Bereich Analytics sind wünschenswert"
184,Junior Controller (m/w/d),"Gütersloh, München","Mit seinem Netzwerk aus hochspezialisierten Unternehmen unterstützt Reply die europäischen Branchenführer aus Telekommunikation und Medien, Industrie und Dienstleistung, Banken und Versicherungen sowie öffentliche Verwaltung effektiv bei Geschäftsmodellen, die auf den neuen Paradigmen, wie Big Cloud-Computing, Digitalen Medien und dem Internet der Dinge basieren."
185,(Junior) Digital Marketing Manager (m/w/d) #RC Recruiting Community,Gütersloh,"Du verfügst über ein bis drei Jahre Berufserfahrung (gerne auch in Agenturen) im Projekt-/ Prozessmanagement im Zusammenhang mit Projekten im Bereich Marketing Tech, Analytics oder Marketing Performance"
186,IT Specialist Development (m/f/d) EDI/EAI,Bielefeld,Im Team arbeitest du an der fachlichen Ausgestaltung des Bereiches Data Integration und du treibst die Weiterentwicklung und Etablierung der SAP CI sowie ggf. weiterer Integrationsplattformen voran.
187,Driver (m/w/d) Student Job,Paderborn,As a courier you will get a business smartphone including unlimited data
188,Mitarbeiter:in Digitale Plattformen und Ecosysteme,Paderborn,"Ein überdurchschnittlich abgeschlossenes Universitätsstudium in Wirtschaftsinformatik, Wirtschaftsingenieurwesen, Informatik, Science, Maschinenbau, Elektrotechnik o.ä."
189,Courier (m/w/d) Student Job,Paderborn,As a courier you will get a business smartphone including unlimited data
190,Software Entwickler * IIoT Services,Paderborn,"Eigenverantwortliche Mitarbeit in einem agilen Softwareentwicklungsprozess und in enger Zusammenarbeit mit Frontend-Entwicklern *, UX-Designern *, Scientists und Applikations-Ingenieuren *"
191,Frontend Entwickler Angular / React (m/w/d),"Baden-Baden, Verl, Berlin","In unserer täglichen Arbeit setzen wir vor allem auf innovative Technologien, Data Analytics & Machine Learning, agiles Mindset und wertschätzende Zusammenarbeit."
192,Solution Architect SAP CX / CRM (m/w/d),"Hannover, Bielefeld, Stuttgart, Hamburg, München, Frankfurt, Mannheim, Walldorf","In den fünf Geschäftsbereichen IT & Managed Services, Business Applications & Data Analytics, TI Fixed Network, TI Mobile Networks & Infrastructure Services und Public Software sorgen unsere Mitarbeiter:innen dafür, das Leben von Menschen zu verbessern. Die Business Area Business Applications & Analytics ist der Innovationsmotor für die Digitalisierung von Geschäftsprozessen und 360° Partner für SAP-Lösungen."
193,(promovierter) Volkswirt Transfer Pricing Teilzeit/Vollzeit (w/m/d),"Berlin, Frankfurt a. M., Mannheim, München, Nürnberg, Stuttgart, Duisburg, Bielefeld, Leipzig",In umfangreichen Trainingsprogrammen unterstützen wir dich bei deinen individuellen Karrierezielen (z.B. auf deinem Weg zur:m Steuerberater:in oder Chartered Financial (CFA)).
194,Sales Engineer/Solution Consultant (m/f/d),"Verl, Berlin, Münster","Our approximately 7,000 employees solve new challenges in payments and complex data riddles every day, and do so cleverly, analytically and with an eye for every little detail as that is our DNA."
195,Wissenschaftliche:r Mitarbeiter:in - Supply Chain Analytics,Paderborn,"So müssen infrastrukturelle Voraussetzungen für Big Data geschaffen und verschiedene Softwaresysteme integriert werden. Durch Ihre Mitarbeit leisten Sie einen aktiven Beitrag, das Gebiet der Industrial Analytics weiterzuentwickeln. Dazu arbeiten Sie in interdisziplinären Teams, um innovative Lösungen im Forschungsfeld Industrial Analytics zu entwickeln. * Sie planen und begleiten die Einführung von Analytics Lösungen im Kontext Produktion, Logistik und Supply Chain Management – von der Anbindung von Datenquellen bis zur Prozessintegration. * Sie entwerfen IT-Architekturen für die Umsetzung von Analytics- und Big-Lösungen und beobachten bzw. untersuchen den Systemmarkt. * Idealerweise verfügen Sie über Erfahrung in den Themenbereichen Supply Chain Management und Log"
196,SAP (Teil-)Projektleiter*in Development,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
197,Manager Consulting Operations & Development (m/f/d),"Bielefeld, Wien, Berlin, London, Hamburg, München, Barcelona, Den Bosch","NTT DATA Business Solutions AG - At NTT DATA Business Solutions, we design, implement, manage and continuously enhance SAP solutions to make them work for companies - and for their people. Get empowered by NTT Business Solutions!"
198,(Senior) SAP Berater*in - Integrated Business Planning,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
199,SAP Projektleiter*in mit Schwerpunkt S/4HANA Transition,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Köln, München, Pforzheim, Stuttgart","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. ■ Du kannst auf idealerweise drei Jahre Erfahrung als Gesamtprojektleiter*in in SAP-Einführungsprojekten zurückgreifen oder konntest bereits in Conversionprojekten sammeln, sodass Dir unterschiedliche Projektansätze einer Conversion oder Selective Transition sind bekannt sind. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern."
